"package","github_repo","git","eco_guess","llm_guess","debian_avg_downloads","homebrew_avg_downloads","downloads_score","pagerank","value_class","license"
"evolution-data-server","","https://gitlab.gnome.org/gnome/evolution.git","","","25508","0","35456","0.00004356","D",""
"node-build","nodenv/node-build","https://github.com/nodenv/node-build.git","","","0","57793","57793","0.00004355","D","mit"
"libvncserver","","https://salsa.debian.org/debian-remote-team/libvncserver.git","git","","40984","0","56967","0.00004354","D",""
"ceph","","https://salsa.debian.org/ceph-team/ceph.git","git","","37945","0","52743","0.00004330","D",""
"perl:sub-identify","","","","","41322","0","57437","0.00004328","D",""
"perl:variable-magic","","","","","41293","0","57397","0.00004325","D",""
"debian:policykit-1-gnome","","","","","41150","0","57198","0.00004310","D",""
"debian:libgl1-mesa-glx","","","","","41055","0","57066","0.00004300","D",""
"libgweather","","","","","37918","0","52706","0.00004297","D",""
"pavucontrol","","https://salsa.debian.org/pulseaudio-team/pavucontrol.git","git","","40843","0","56771","0.00004278","D",""
"cask","cask/cask","https://github.com/cask/cask.git","","","0","56673","56673","0.00004271","D","gpl-3.0-or-later"
"keybinder","engla/keybinder","https://github.com/engla/keybinder.git","","","40767","0","56666","0.00004270","D",""
"perl:class-xsaccessor","","","","","40750","0","56642","0.00004268","D",""
"libxpresent","","https://gitlab.freedesktop.org/xorg/lib/libxpresent.git","","","38485","0","53494","0.00004257","D",""
"perl:package-stash-xs","","","","","40532","0","56339","0.00004245","D",""
"sysstat","","https://salsa.debian.org/debian/sysstat.git","git","","40464","0","56244","0.00004238","D",""
"debian:libsnmp30","","","","","40445","0","56218","0.00004236","D",""
"debian:libpolkit-backend-1-0","","","","","40307","0","56026","0.00004222","D",""
"aws-c-s3","awslabs/aws-c-s3","https://github.com/awslabs/aws-c-s3.git","","","0","38379","38379","0.00004219","D","apache-2.0"
"discount","","https://salsa.debian.org/debian/discount.git","git","","35677","0","49591","0.00004215","D",""
"caribou","","https://salsa.debian.org/gnome-team/caribou.git","git","","40239","0","55932","0.00004215","D",""
"molten-vk","KhronosGroup/MoltenVK","https://github.com/khronosgroup/moltenvk.git","","","0","31272","31272","0.00004210","D","apache-2.0"
"ndctl","pmem/ndctl","https://github.com/pmem/ndctl.git","","","27775","0","38607","0.00004206","D",""
"debian:ntp","","","","","40138","0","55791","0.00004204","D",""
"kdeclarative","","https://invent.kde.org/frameworks/kdeclarative","","","32585","0","45293","0.00004196","D",""
"fusefs:sshfs","libfuse/sshfs","https://github.com/libfuse/sshfs.git","","","40060","0","55683","0.00004196","D",""
"kpackage","","https://invent.kde.org/frameworks/kpackage","","","33032","0","45914","0.00004184","D",""
"debian:libmpfr4","","","","","39871","0","55420","0.00004176","D",""
"appstream-glib","hughsie/appstream-glib","https://github.com/hughsie/appstream-glib.git","","","38745","0","53855","0.00004170","D",""
"ggml","ggml-org/ggml","https://github.com/ggml-org/ggml.git","","","0","0","0","0.00004160","D","mit"
"at","","https://salsa.debian.org/debian/at.git","git","","39669","0","55139","0.00004155","D",""
"sdl2-image","libsdl-org/SDL_image","https://github.com/libsdl-org/sdl_image.git","","","10027","41152","55089","0.00004151","D",""
"usbredir","","https://salsa.debian.org/debian/usbredir.git","git","","38690","0","53779","0.00004125","D",""
"qpdf","qpdf/qpdf","https://github.com/qpdf/qpdf.git","","","11792","37977","54367","0.00004097","D","apache-2.0"
"debian:libopenexr25","","","","","38963","0","54158","0.00004081","D",""
"mutt","","https://salsa.debian.org/mutt-team/mutt.git","git","","38958","0","54151","0.00004080","D",""
"glusterfs","","","","","35478","0","49314","0.00004071","D",""
"kitemmodels","","https://invent.kde.org/frameworks/kitemmodels","","","27979","0","38890","0.00004045","D",""
"time","facebook/time","https://github.com/facebook/time.git","","","34785","0","48351","0.00003999","D",""
"jimtcl","","https://salsa.debian.org/debian/jimtcl.git","git","","13893","0","19311","0.00003985","D",""
"perl:json-xs","","","","","37973","0","52782","0.00003977","D",""
"libportal","flatpak/libportal","https://github.com/flatpak/libportal.git","","","29813","0","41440","0.00003974","D",""
"debian:mlocate","","","","","37835","0","52590","0.00003963","D",""
"sox","","https://salsa.debian.org/multimedia-team/sox.git","git","","22154","21711","52505","0.00003956","D","lgpl-2.0-only and gpl-2.0-only"
"attica","","https://invent.kde.org/frameworks/attica","","","36053","0","50113","0.00003955","D",""
"libcacard","","https://gitlab.freedesktop.org/spice/libcacard.git","","","36986","0","51410","0.00003947","D",""
"spirv-tools","KhronosGroup/SPIRV-Tools","https://github.com/khronosgroup/spirv-tools.git","","","833","20946","22103","0.00003942","D","apache-2.0"
"garcon","","https://salsa.debian.org/xfce-team/desktop/garcon.git","git","","29566","0","41096","0.00003920","D",""
"freerdp","FreeRDP/FreeRDP","https://github.com/freerdp/freerdp.git","","","22290","21005","51988","0.00003917","D","apache-2.0"
"kcontacts","","https://invent.kde.org/frameworks/kcontacts","","","25756","0","35800","0.00003912","D",""
"knewstuff","","https://invent.kde.org/frameworks/knewstuff","","","30911","0","42966","0.00003900","D",""
"ceres-solver","","https://salsa.debian.org/science-team/ceres-solver.git","git","","280","48706","49095","0.00003895","D","bsd-3-clause"
"rest","","","","","29592","0","41132","0.00003887","D",""
"gnome-bluetooth","","https://salsa.debian.org/gnome-team/gnome-bluetooth.git","git","","36117","0","50202","0.00003886","D",""
"gtk-vnc","","https://salsa.debian.org/libvirt-team/gtk-vnc.git","git","","37083","0","51545","0.00003884","D",""
"kactivities","","https://invent.kde.org/frameworks/kactivities","","","31330","0","43548","0.00003876","D",""
"libkml","libkml/libkml","https://github.com/libkml/libkml.git","","","21435","19437","49231","0.00003868","D","bsd-3-clause"
"opa-psm2","01org/opa-psm2","https://github.com/01org/opa-psm2.git","","","13346","0","18550","0.00003864","D",""
"acpi-support","","https://salsa.debian.org/debian/acpi-support.git","git","","36882","0","51265","0.00003863","D",""
"geocode-glib","","https://salsa.debian.org/gnome-team/geocode-glib.git","git","","30243","0","42037","0.00003859","D",""
"debian:python-talloc","","","","","36785","0","51131","0.00003853","D",""
"debian:libldb1","","","","","36640","0","50929","0.00003838","D",""
"libgit2-glib","","https://salsa.debian.org/gnome-team/libgit2-glib.git","git","","36476","0","50701","0.00003821","D",""
"firebird","","","","","27957","0","38860","0.00003815","D",""
"python:pyxattr","","","","","34602","0","48096","0.00003806","D",""
"nlohmann-json","nlohmann/json","https://github.com/nlohmann/json.git","","","555","31723","32494","0.00003804","D","mit"
"source-highlight","","https://salsa.debian.org/debian/source-highlight.git","git","","20443","17438","45853","0.00003802","D","gpl-3.0-or-later"
"wayland-protocols","","https://gitlab.freedesktop.org/wayland/wayland-protocols.git","","","9711","18791","32289","0.00003789","D","mit"
"debian:libgsasl7","","","","","36158","0","50259","0.00003787","D",""
"libu2f-host","","https://salsa.debian.org/auth-team/libu2f-host.git","git","","36110","0","50192","0.00003782","D",""
"userspace-rcu","","","","","20439","7967","36377","0.00003781","D","lgpl-2.1-or-later and mit"
"libcerf","","https://jugit.fz-juelich.de/mlz/libcerf","","","93","44550","44679","0.00003763","D","mit"
"libquvi-scripts","","https://salsa.debian.org/debian/libquvi-scripts.git","git","","35732","0","49667","0.00003743","D",""
"rygel","","https://salsa.debian.org/gnome-team/rygel.git","git","","35604","0","49489","0.00003729","D",""
"kidletime","","https://invent.kde.org/frameworks/kidletime","","","32805","0","45598","0.00003722","D",""
"dos2unix","","https://salsa.debian.org/debian/dos2unix.git","git","","9495","36049","49247","0.00003711","D","bsd-2-clause"
"libaccounts-glib","","https://gitlab.com/accounts-sso/libaccounts-glib.git","","","30163","0","41926","0.00003711","D",""
"debian:libncurses5-dev","","","","","18017","0","25043","0.00003699","D",""
"libclc","llvm/llvm-project","https://github.com/llvm/llvm-project.git","","","0","24439","24439","0.00003695","D","apache-2.0 with llvm-exception"
"qca","","","","","31959","0","44423","0.00003688","D",""
"hplip","","https://salsa.debian.org/printing-team/hplip.v2.git","git","","35178","0","48897","0.00003685","D",""
"aws-c-auth","awslabs/aws-c-auth","https://github.com/awslabs/aws-c-auth.git","","","0","23317","23317","0.00003682","D","apache-2.0"
"onnx","onnx/onnx","https://github.com/onnx/onnx.git","","","0","29364","29364","0.00003681","D","apache-2.0"
"sdl2-ttf","libsdl-org/SDL_ttf","https://github.com/libsdl-org/sdl_ttf.git","","","16052","26418","48730","0.00003672","D",""
"qr-code-generator","nayuki/QR-Code-generator","https://github.com/nayuki/qr-code-generator.git","","","34943","0","48570","0.00003660","D",""
"gupnp-av","","https://salsa.debian.org/gnome-team/gupnp-av.git","git","","28857","0","40111","0.00003607","D",""
"dleyna","","https://gitlab.gnome.org/world/dleyna.git","","","34381","0","47789","0.00003601","D",""
"level-zero","oneapi-src/level-zero","https://github.com/oneapi-src/level-zero.git","","","10483","0","14571","0.00003601","D",""
"perl:yaml-libyaml","","","","","34364","0","47765","0.00003599","D",""
"cwidget","","https://salsa.debian.org/cwidget-team/cwidget.git","git","","28297","0","39332","0.00003592","D",""
"babeltrace","","https://salsa.debian.org/debian/babeltrace.git","git","","30982","0","43064","0.00003592","D",""
"cdrkit","","https://salsa.debian.org/debian/cdrkit.git","git","","33852","0","47054","0.00003579","D",""
"gsasl","","https://salsa.debian.org/xmpp-team/gsasl.git","git","","31106","0","43237","0.00003565","D",""
"blt","","https://salsa.debian.org/tcltk-team/blt.git","git","","33915","0","47141","0.00003552","D",""
"systemsettings","","https://invent.kde.org/plasma/systemsettings","","","30803","0","42816","0.00003550","D",""
"procmail","BuGlessRB/procmail","https://github.com/buglessrb/procmail.git","","","33695","0","46836","0.00003529","D",""
"cmark","commonmark/cmark","https://github.com/commonmark/cmark.git","","","32359","0","44979","0.00003519","D",""
"phonon-vlc","","","","","33509","0","46577","0.00003510","D",""
"opusfile","","https://gitlab.xiph.org/xiph/opusfile.git","","","16339","19410","42121","0.00003485","D","bsd-3-clause"
"openfec","roc-streaming/openfec","https://github.com/roc-streaming/openfec.git","","","29837","0","41473","0.00003456","D",""
"libconfuse","libconfuse/libconfuse","https://github.com/libconfuse/libconfuse.git","","","10328","13236","27591","0.00003454","D",""
"debian:libodbc1","","","","","32865","0","45682","0.00003442","D",""
"libnet","libnet/libnet","https://github.com/libnet/libnet.git","","","21766","15129","45383","0.00003420","D","bsd-2-clause"
"libtomcrypt","","https://salsa.debian.org/debian/libtomcrypt.git","git","","27167","0","37762","0.00003415","D",""
"aws-checksums","awslabs/aws-checksums","https://github.com/awslabs/aws-checksums.git","","","0","20100","20100","0.00003413","D","apache-2.0"
"dvd+rw-tools","","https://salsa.debian.org/optical-media-team/dvd-rw-tools.git","git","","32521","0","45204","0.00003406","D",""
"libvpl","intel/libvpl","https://github.com/intel/libvpl.git","","","21706","0","30171","0.00003393","D",""
"tnftp","","https://salsa.debian.org/debian/tnftp.git","git","","32118","0","44644","0.00003364","D",""
"gupnp-dlna","","https://salsa.debian.org/gnome-team/gupnp-dlna.git","git","","28791","0","40019","0.00003356","D",""
"kvazaar","ultravideo/kvazaar","https://github.com/ultravideo/kvazaar.git","","","1548","0","2151","0.00003356","D",""
"signond","","https://gitlab.com/accounts-sso/signond.git","","","29510","0","41018","0.00003347","D",""
"stoken","stoken-dev/stoken","https://github.com/stoken-dev/stoken.git","","","22916","9621","41474","0.00003346","D","lgpl-2.1-only"
"tinyxml","leethomason/tinyxml2","https://github.com/leethomason/tinyxml2.git","","","13280","25947","44406","0.00003346","D",""
"threadweaver","","https://invent.kde.org/frameworks/threadweaver","","","29473","0","40967","0.00003340","D",""
"debian:libtracker-sparql-2.0-0","","","","","31820","0","44229","0.00003333","D",""
"postfix","vdukhovni/postfix","https://github.com/vdukhovni/postfix.git","","","31684","0","44040","0.00003319","D",""
"ebook-tools","","https://salsa.debian.org/pino/ebook-tools.git","git","","30985","0","43069","0.00003305","D",""
"hsqldb","","https://salsa.debian.org/java-team/hsqldb.git","git","","31557","0","43864","0.00003305","D",""
"plasma-framework","","https://invent.kde.org/frameworks/plasma-framework","","","29655","0","41220","0.00003300","D",""
"kfilemetadata","","https://invent.kde.org/frameworks/kfilemetadata","","","25992","0","36128","0.00003291","D",""
"xfwm4","","https://salsa.debian.org/xfce-team/desktop/xfwm4.git","git","","31343","0","43566","0.00003283","D",""
"inih","benhoyt/inih","https://github.com/benhoyt/inih.git","","","27350","0","38016","0.00003283","D",""
"spidermonkey","","","","","20472","0","28456","0.00003278","D",""
"debian:libdc1394-22","","","","","31205","0","43374","0.00003268","D",""
"spice-gtk","","https://salsa.debian.org/gnome-team/spice-gtk.git","git","","31142","0","43287","0.00003262","D",""
"c-blosc","Blosc/c-blosc","https://github.com/blosc/c-blosc.git","","","19173","14472","41122","0.00003256","D","bsd-3-clause"
"libfabric","ofiwg/libfabric","https://github.com/ofiwg/libfabric.git","git,github","","14108","0","19610","0.00003250","D",""
"lzop","","https://salsa.debian.org/debian/lzop.git","git","","30990","0","43076","0.00003246","D",""
"caja","","https://salsa.debian.org/debian-mate-team/caja.git","git","","30979","0","43060","0.00003245","D",""
"kpty","","https://invent.kde.org/frameworks/kpty","","","26543","0","36894","0.00003241","D",""
"libaccounts-qt","","https://gitlab.com/accounts-sso/libaccounts-qt.git","","","25788","0","35845","0.00003239","D",""
"spirv-llvm-translator","KhronosGroup/SPIRV-LLVM-Translator","https://github.com/khronosgroup/spirv-llvm-translator.git","","","548","17463","18224","0.00003227","D","apache-2.0 with llvm-exception"
"mscompress","stapelberg/mscompress","https://github.com/stapelberg/mscompress.git","","","30722","0","42703","0.00003218","D",""
"libshumate","","https://gitlab.gnome.org/gnome/libshumate.git","","","30713","0","42691","0.00003217","D",""
"debian:libxcb-util0","","","","","30683","0","42649","0.00003214","D",""
"onnxruntime","microsoft/onnxruntime","https://github.com/microsoft/onnxruntime.git","","","29502","0","41007","0.00003213","D",""
"gl2ps","","https://salsa.debian.org/science-team/gl2ps.git","git","","11709","24809","41084","0.00003211","D","gl2ps"
"debian:polkitd-pkla","","","","","30657","0","42613","0.00003211","D",""
